"alpha","method"
0.0321297476201916,"MCMC"
0.258180799978937,"MCMC"
0.0791870813058912,"MCMC"
0.454031155891179,"MCMC"
0.395622614628612,"MCMC"
0.390277378204367,"MCMC"
0.029148375378628,"MCMC"
0.42458967215125,"MCMC"
0.803120642055728,"MCMC"
0.264996470768891,"MCMC"
0.136942469275568,"MCMC"
0.734532040920385,"MCMC"
0.884137609207194,"MCMC"
0.00865333918845457,"MCMC"
0.586584952579624,"MCMC"
0.489432160394099,"MCMC"
0.127109605875907,"MCMC"
0.185637583003676,"MCMC"
0.540245982385452,"MCMC"
0.509121060265776,"MCMC"
0.747040495742506,"MCMC"
0.201537414732669,"MCMC"
0.675602255792018,"MCMC"
0.314143303202132,"MCMC"
0.532473991588007,"MCMC"
0.10366987762972,"MCMC"
0.149126678785404,"MCMC"
0.132494410089591,"MCMC"
0.334590805275637,"MCMC"
0.352323133156401,"MCMC"
0.271238926669733,"MCMC"
0.0745791751122321,"MCMC"
0.440388379389077,"MCMC"
0.117514183793197,"MCMC"
0.58079692312259,"MCMC"
0.724249291787714,"MCMC"
0.595127025677598,"MCMC"
0.326407986179035,"MCMC"
0.306921711077971,"MCMC"
0.41806673631057,"MCMC"
0.22976790302786,"MCMC"
0.58483636837119,"MCMC"
0.82373158030474,"MCMC"
0.0957983957630419,"MCMC"
0.181893644057235,"MCMC"
0.60469294000325,"MCMC"
0.240938806373834,"MCMC"
0.168389559494917,"MCMC"
0.545953357660939,"MCMC"
0.198584967509781,"MCMC"
0.697221961637125,"MCMC"
0.544135989111696,"MCMC"
0.730852167516727,"MCMC"
0.503557512733923,"MCMC"
0.66594991653376,"MCMC"
0.230979456560474,"MCMC"
0.550669551917906,"MCMC"
0.441405645346024,"MCMC"
0.527899573176904,"MCMC"
0.240213131112106,"MCMC"
0.28453928694149,"MCMC"
0.078293201428556,"MCMC"
0.112463725370136,"MCMC"
0.745683744361381,"MCMC"
0.513120912381068,"MCMC"
0.161586566950681,"MCMC"
0.0653708163062029,"MCMC"
0.151618244655229,"MCMC"
0.0604040846852681,"MCMC"
0.441982999592322,"MCMC"
0.285796530528716,"MCMC"
0.934091559686419,"MCMC"
0.743389397374935,"MCMC"
0.31913845917808,"MCMC"
0.147454136871667,"MCMC"
0.898738131033597,"MCMC"
0.766654870337386,"MCMC"
0.690789257593831,"MCMC"
0.777884329878296,"MCMC"
0.288837396962045,"MCMC"
0.972285243340817,"MCMC"
0.629451271972045,"MCMC"
0.739962245543707,"MCMC"
0.199128039016947,"MCMC"
0.75646218660001,"MCMC"
0.519627486103131,"MCMC"
0.234328886102363,"MCMC"
0.476956350326613,"MCMC"
0.548184769903975,"MCMC"
0.0504102505277446,"MCMC"
0.794688176355795,"MCMC"
0.0301445407342992,"MCMC"
0.238021878825075,"MCMC"
0.00924649160966318,"MCMC"
0.582955396908604,"MCMC"
0.0725221816635024,"MCMC"
0.332790058816163,"MCMC"
0.754810589433458,"MCMC"
0.583029884810439,"MCMC"
0.843731354138319,"MCMC"
0.142755672902167,"MCMC"
0.58411133164962,"MCMC"
0.722102138891855,"MCMC"
0.776427402757839,"MCMC"
0.149514009648173,"MCMC"
0.16677975857955,"MCMC"
0.399221608420024,"MCMC"
0.291108637711086,"MCMC"
0.449331747474552,"MCMC"
0.71436797924785,"MCMC"
0.00923838267160781,"MCMC"
0.220222764173003,"MCMC"
0.159222408399358,"MCMC"
0.714749740146649,"MCMC"
0.184852930043605,"MCMC"
0.549670652165981,"MCMC"
0.37333034292799,"MCMC"
0.290538472151921,"MCMC"
0.695903824496011,"MCMC"
0.770159637014383,"MCMC"
0.0563987713099923,"MCMC"
0.0185728925951888,"MCMC"
0.619089621666771,"MCMC"
0.210459670573467,"MCMC"
0.245001991753175,"MCMC"
0.225454460106583,"MCMC"
0.805873484763311,"MCMC"
0.449660207855417,"MCMC"
0.187295305347685,"MCMC"
0.801092398343205,"MCMC"
0.691391028756573,"MCMC"
0.275031535191595,"MCMC"
0.870893059908142,"MCMC"
0.900164412399464,"MCMC"
0.181801914208714,"MCMC"
0.760795670915858,"MCMC"
0.409325993128306,"MCMC"
0.559131285154206,"MCMC"
0.925112272358698,"MCMC"
0.0924711260846022,"MCMC"
0.411748807443132,"MCMC"
0.723373975292159,"MCMC"
0.444502458135383,"MCMC"
0.645041461324961,"MCMC"
0.133188774558498,"MCMC"
0.288932822524619,"MCMC"
0.32127640848439,"MCMC"
0.398233388691472,"MCMC"
0.929004940717989,"MCMC"
0.331983561186483,"MCMC"
0.346731409460747,"MCMC"
0.161484669757763,"MCMC"
0.455533877816388,"MCMC"
0.214406683099803,"MCMC"
0.361972596716392,"MCMC"
0.945244603874139,"MCMC"
0.343709557095074,"MCMC"
0.816741671212719,"MCMC"
0.77402628347386,"MCMC"
0.60175090186589,"MCMC"
0.461458365989402,"MCMC"
0.468294304749265,"MCMC"
0.505668586407963,"MCMC"
0.715919521385656,"MCMC"
0.65796819492397,"MCMC"
0.783197283209221,"MCMC"
0.442222326353002,"MCMC"
0.225534488654668,"MCMC"
0.462319159250332,"MCMC"
0.420150108398419,"MCMC"
0.624315110450133,"MCMC"
0.390874372352887,"MCMC"
0.0903063005255738,"MCMC"
0.175012053944554,"MCMC"
0.171202011288755,"MCMC"
0.29733721437906,"MCMC"
0.584676595197687,"MCMC"
0.577581622801335,"MCMC"
0.379418530272219,"MCMC"
0.390127343438583,"MCMC"
0.024859904176963,"MCMC"
0.656028008129287,"MCMC"
0.934685220741103,"MCMC"
0.594278815713647,"MCMC"
0.397562553828271,"MCMC"
0.458557358038014,"MCMC"
0.675129784059544,"MCMC"
0.797671504628086,"MCMC"
0.76583305812598,"MCMC"
0.371534969688234,"MCMC"
0.736813909615166,"MCMC"
0.8619529068937,"MCMC"
0.0340157363723256,"MCMC"
0.269459834314012,"MCMC"
0.478663338462663,"MCMC"
0.881388961945484,"MCMC"
0.281650477823265,"MCMC"
0.0755745544823445,"MCMC"
0.233548424000096,"MCMC"
0.191071592042781,"MCMC"
0.829589595799602,"MCMC"
0.230762800570327,"MCMC"
0.802397337203938,"MCMC"
0.153991329198222,"MCMC"
0.45908446802806,"MCMC"
0.110527079109219,"MCMC"
0.441512426376248,"MCMC"
0.225874130788856,"MCMC"
0.323065214775776,"MCMC"
0.252807253203404,"MCMC"
0.297439615959292,"MCMC"
0.117046871357812,"MCMC"
0.512210471023286,"MCMC"
0.378004903333052,"MCMC"
0.563117286611443,"MCMC"
0.0500277343151144,"MCMC"
0.746336873811772,"MCMC"
0.702120270284053,"MCMC"
0.108456488502262,"MCMC"
0.0517732022090692,"MCMC"
0.23691940039265,"MCMC"
0.494704200895993,"MCMC"
0.292394606674829,"MCMC"
0.592741780250212,"MCMC"
0.632818343752206,"MCMC"
0.413839322294394,"MCMC"
0.12003429393759,"MCMC"
0.20352507293512,"MCMC"
0.118444177116656,"MCMC"
0.608032111784658,"MCMC"
0.458924417551945,"MCMC"
0.931362636383166,"MCMC"
0.619818747300313,"MCMC"
0.194555643824644,"MCMC"
0.0576163147613847,"MCMC"
0.489702483137645,"MCMC"
0.678073672155292,"MCMC"
0.283139249989032,"MCMC"
0.328315144818323,"MCMC"
0.429449877274303,"MCMC"
0.779590946004132,"MCMC"
0.344679945420795,"MCMC"
0.611815862649925,"MCMC"
0.671891673833299,"MCMC"
0.425034054290605,"MCMC"
0.524305625282922,"MCMC"
0.792337238508988,"MCMC"
0.831491906045874,"MCMC"
0.152809886167427,"MCMC"
0.618086611423804,"MCMC"
0.298891941003512,"MCMC"
0.364567185939699,"MCMC"
0.453411034653619,"MCMC"
0.284429579176553,"MCMC"
0.667661638985626,"MCMC"
0.538557102950057,"MCMC"
0.618596788324198,"MCMC"
0.0229639286663453,"MCMC"
0.544115194418063,"MCMC"
0.390559098078011,"MCMC"
0.591165323497181,"MCMC"
0.448378754586101,"MCMC"
0.212785908906179,"MCMC"
0.249849776788259,"MCMC"
0.587355710175453,"MCMC"
0.77301057234607,"MCMC"
0.123601753683491,"MCMC"
0.494774319730625,"MCMC"
0.0949078818917803,"MCMC"
0.713709332595295,"MCMC"
0.656213648199762,"MCMC"
0.694843857283829,"MCMC"
0.517546361696273,"MCMC"
0.199187291107825,"MCMC"
0.237151235032325,"MCMC"
0.339798075458071,"MCMC"
0.702945048482178,"MCMC"
0.656280788529825,"MCMC"
0.23174629156031,"MCMC"
0.0588365414857328,"MCMC"
0.305813656938624,"MCMC"
0.640012600795252,"MCMC"
0.461278294002006,"MCMC"
0.0674734724864801,"MCMC"
0.704505994906155,"MCMC"
0.523537389495803,"MCMC"
0.247087183259239,"MCMC"
0.591702485767151,"MCMC"
0.402084617049958,"MCMC"
0.398415671245078,"MCMC"
0.689918840525066,"MCMC"
0.259255812281052,"MCMC"
0.765160334458998,"MCMC"
0.197188658338362,"MCMC"
0.962213134671478,"MCMC"
0.110419069463341,"MCMC"
0.5781996163754,"MCMC"
0.778685787509481,"MCMC"
0.568082514922244,"MCMC"
0.233149778056815,"MCMC"
0.377540439584456,"MCMC"
0.541107458899409,"MCMC"
0.120752684089676,"MCMC"
0.416119784373029,"MCMC"
0.371892983531405,"MCMC"
0.332295126853631,"MCMC"
0.878075109927714,"MCMC"
0.12002267023416,"MCMC"
0.163636347663143,"MCMC"
0.422611995250044,"MCMC"
0.318850654628782,"MCMC"
0.651219990616701,"MCMC"
0.277119650182569,"MCMC"
0.306347498244785,"MCMC"
0.539494478440675,"MCMC"
0.642698127617429,"MCMC"
0.269837831855415,"MCMC"
0.118921345550287,"MCMC"
0.767189637289468,"MCMC"
0.413255167284502,"MCMC"
0.57921427068939,"MCMC"
0.448821587494294,"MCMC"
0.446395812404069,"MCMC"
0.735581029675895,"MCMC"
0.337310938778675,"MCMC"
0.295364062732071,"MCMC"
0.236660178316504,"MCMC"
0.0900547393394924,"MCMC"
0.616544111909913,"MCMC"
0.544519537210585,"MCMC"
0.0288865839396282,"MCMC"
0.607969637008165,"MCMC"
0.14473866100662,"MCMC"
0.427558020529902,"MCMC"
0.847097157722488,"MCMC"
0.273543376466511,"MCMC"
0.707863343304375,"MCMC"
0.866167967686274,"MCMC"
0.361351586956209,"MCMC"
0.777366256121686,"MCMC"
0.492870091413775,"MCMC"
0.968002490185368,"MCMC"
0.637306997699114,"MCMC"
0.588580511735459,"MCMC"
0.220906591516473,"MCMC"
0.706552800016874,"MCMC"
0.469657981233878,"MCMC"
0.42851295757426,"MCMC"
0.434842072473591,"MCMC"
0.41871878076109,"MCMC"
0.165009519224775,"MCMC"
0.686296516021065,"MCMC"
0.682854887484179,"MCMC"
0.192873690351453,"MCMC"
0.255508775556981,"MCMC"
0.562156432262036,"MCMC"
0.133754204423645,"MCMC"
0.171998092415994,"MCMC"
0.518110403761596,"MCMC"
0.402314825174992,"MCMC"
0.769661639795568,"MCMC"
0.780614934667397,"MCMC"
0.462313295206166,"MCMC"
0.0989920186952558,"MCMC"
0.346926498712959,"MCMC"
0.923916604872944,"MCMC"
0.354716208968257,"MCMC"
0.700167287607211,"MCMC"
0.726881602438588,"MCMC"
0.429980784179726,"MCMC"
0.140818232761763,"MCMC"
0.775210948833925,"MCMC"
0.0244012490247688,"MCMC"
0.771857719006465,"MCMC"
0.185368381353052,"MCMC"
0.808296678906136,"MCMC"
0.125592234692045,"MCMC"
0.491427343997113,"MCMC"
0.606015748943383,"MCMC"
0.497137883102071,"MCMC"
0.812672089118789,"MCMC"
0.798635775753389,"MCMC"
0.142543986749579,"MCMC"
0.21062771960366,"MCMC"
0.249020007218664,"MCMC"
0.436085782616125,"MCMC"
0.0908903740601142,"MCMC"
0.218944199477153,"MCMC"
0.497952699954418,"MCMC"
0.130498861653471,"MCMC"
0.248529894800958,"MCMC"
0.471126386518299,"MCMC"
0.348392505913544,"MCMC"
0.503874237291371,"MCMC"
0.414723141727117,"MCMC"
0.371701823576527,"MCMC"
0.433052134631346,"MCMC"
0.677258146892228,"MCMC"
0.294273858399328,"MCMC"
0.592840654774738,"MCMC"
0.329521300788362,"MCMC"
0.892239133965616,"MCMC"
0.298279179981199,"MCMC"
0.0861111963246053,"MCMC"
0.231251435784182,"MCMC"
0.371621384392344,"MCMC"
0.182770529181397,"MCMC"
0.0289366071035346,"MCMC"
0.00848497380452695,"MCMC"
0.0436805629202691,"MCMC"
0.370084267551936,"MCMC"
0.839083055913844,"MCMC"
0.35710234189528,"MCMC"
0.412588010212674,"MCMC"
0.330720752794569,"MCMC"
0.00472777642586542,"MCMC"
0.279804628142707,"MCMC"
0.108329251000614,"MCMC"
0.30281703752414,"MCMC"
0.0536306237703711,"MCMC"
0.0374878051033027,"MCMC"
0.117720507452862,"MCMC"
0.653138068254778,"MCMC"
0.0714112718909297,"MCMC"
0.50233312292576,"MCMC"
0.00859736688247836,"MCMC"
0.197559169511938,"MCMC"
0.138714489156865,"MCMC"
0.119620988602943,"MCMC"
0.378641259282373,"MCMC"
0.411870890817135,"MCMC"
0.0558057303522674,"MCMC"
0.652213810858578,"MCMC"
0.235886662808077,"MCMC"
0.30269975128366,"MCMC"
0.800213246989758,"MCMC"
0.878673463719417,"MCMC"
0.947354695864289,"MCMC"
0.000883137241039389,"MCMC"
0.142839545024208,"MCMC"
0.0278222652298439,"MCMC"
0.879145329765825,"MCMC"
0.799019398919599,"MCMC"
0.441757037089927,"MCMC"
0.0382328208741319,"MCMC"
0.00545620379453993,"MCMC"
0.758532037036963,"MCMC"
0.0205735690841401,"MCMC"
0.528246036764035,"MCMC"
0.313983046147111,"MCMC"
0.219266361740552,"MCMC"
0.250717359925003,"MCMC"
0.055088104669097,"MCMC"
0.0597175853344559,"MCMC"
0.206163085267255,"MCMC"
0.706872592016164,"MCMC"
0.865640290414374,"MCMC"
0.331359106385022,"MCMC"
0.1010761434769,"MCMC"
0.192027081125317,"MCMC"
0.0505818894368715,"MCMC"
0.246516790538751,"MCMC"
0.707514658485518,"MCMC"
0.513904669106008,"MCMC"
0.68078946751219,"MCMC"
0.171409361183653,"MCMC"
0.237706914374313,"MCMC"
0.301364200044883,"MCMC"
0.331028723812104,"MCMC"
0.190236820314044,"MCMC"
0.260999432841918,"MCMC"
0.526248088346008,"MCMC"
0.441555616987515,"MCMC"
0.136653971534949,"MCMC"
0.206240069969944,"MCMC"
0.662727888298308,"MCMC"
0.196644907889455,"MCMC"
0.0198283495204294,"MCMC"
0.126010220833752,"MCMC"
0.255049758978163,"MCMC"
0.0755083333462335,"MCMC"
0.129643652732492,"MCMC"
0.0891863243087431,"MCMC"
0.280035038021704,"MCMC"
0.49233859851384,"MCMC"
0.0540934334306165,"MCMC"
0.831657519390669,"MCMC"
0.547519217630433,"MCMC"
0.685859004746104,"MCMC"
0.503697497171117,"MCMC"
0.446258512761514,"MCMC"
0.123494818674783,"MCMC"
0.785076562607823,"MCMC"
0.210026862477085,"MCMC"
0.631370735737685,"MCMC"
0.279919311188893,"MCMC"
0.166407346997376,"MCMC"
0.798962875209094,"MCMC"
